net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,1,96.45,0.13473178385893503,95.5,0.1563546043395996,11.94,4.467758154296875,7.93,4.14195849609375,11.26,4.2787087890625,13.0,4.373142138671875,9.89,4.298883203125
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,2,97.41,0.09080532084504764,96.55,0.11806030197143555,11.54,4.603634619140625,6.99,4.641571728515625,7.42,4.37211748046875,9.76,4.772897998046875,14.11,4.022406201171875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,3,97.84,0.07421533435583115,96.82,0.1112115795135498,12.82,5.338561083984375,6.63,6.32189013671875,8.89,5.838641845703125,7.43,5.174514208984375,13.44,4.99285927734375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,4,98.02,0.06666216818292936,96.85,0.1036598861694336,9.25,5.4699728515625,7.33,5.60447080078125,6.95,5.610089501953125,9.07,4.84765751953125,16.79,4.396181005859375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,5,98.47,0.0504678942322731,97.18,0.09576361122131348,10.44,6.42149638671875,8.53,7.440433740234375,10.45,6.776183837890625,9.38,6.319136669921875,13.04,6.30807998046875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,6,98.97,0.03522461341420809,97.43,0.0822162986755371,9.91,6.434993359375,7.37,6.3658888671875,9.46,5.425102880859375,13.06,5.21967353515625,16.27,5.8218416015625
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,7,99.0,0.03377339092940092,97.65,0.0792571707725525,10.97,6.10007578125,7.52,5.181998828125,7.15,6.255256396484375,10.53,5.133128125,17.47,5.516546826171875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,8,99.2,0.027252948171893755,97.65,0.07911628761291505,13.45,5.690089892578125,9.79,4.810442529296875,10.51,5.84239248046875,11.65,5.713902001953125,12.54,5.0972443359375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,9,99.45,0.019947838228940962,97.88,0.06950557804107665,9.37,7.66448212890625,8.7,7.787464404296875,8.94,8.158481494140625,7.82,7.60345712890625,11.07,7.5805177734375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,10,99.3,0.023964449292918046,97.52,0.08073927192687988,9.07,6.6922796875,10.17,6.130289599609375,7.87,5.790396240234375,9.25,7.515749169921875,13.27,6.016976318359375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,11,99.38,0.02210977886915207,97.44,0.09035291690826416,9.92,6.4894029296875,8.57,5.35284794921875,8.61,5.950591650390625,12.89,5.677479833984375,13.65,6.0385763671875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,12,99.58,0.016428823556999365,97.55,0.07750308990478516,7.13,6.246699658203125,8.56,7.726828564453125,10.74,5.771215380859375,8.96,5.735037353515625,14.33,6.014466015625
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,13,99.56,0.017909376011788845,97.53,0.08443188209533692,5.58,6.3549732421875,10.89,5.007653271484375,9.51,5.73741298828125,9.86,6.094527490234375,14.89,5.072199951171875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,14,99.78,0.01149297121440371,97.92,0.06911052513122559,10.19,6.146677001953125,10.04,6.11629658203125,8.59,6.81878896484375,10.12,6.661191357421875,12.82,6.144639208984375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,15,99.6,0.016639270805070796,97.56,0.0802506763458252,10.93,6.38617763671875,9.93,5.46608154296875,8.09,5.889444091796875,9.23,5.764788720703125,14.32,6.540410888671875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,16,99.53,0.0186952710395058,97.63,0.08128802108764649,7.12,6.1654466796875,9.39,8.274127978515626,10.04,7.02705537109375,10.5,6.03940078125,13.69,5.481616357421875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,17,99.61,0.01911731951534748,97.44,0.09027140083312989,11.52,6.469073486328125,7.69,6.71566572265625,8.84,6.933591162109375,13.76,5.861944287109375,19.67,5.544969580078125
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,18,99.81,0.013649385183056195,97.57,0.07534561758041382,8.91,5.865980810546875,8.81,6.25627744140625,9.93,5.995639501953125,10.12,5.886028759765625,18.27,5.788429296875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,19,99.52,0.022584409786264102,97.55,0.08859488010406494,13.28,5.937875830078125,9.21,6.555591748046875,12.83,5.414776513671875,11.34,6.06563017578125,15.45,4.961037646484375
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,20,99.47,0.033651927600304284,97.32,0.09703643684387207,9.77,5.3559171875,10.92,5.60270234375,9.37,5.60171982421875,9.31,5.08625,13.86,5.4024525390625
bnn,task,4096-4096,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,21,99.69,0.020559201255440713,97.56,0.08315615615844726,8.5,6.25258701171875,9.04,7.71320791015625,6.12,6.0481560546875,10.46,6.047548046875,9.83,5.622022509765625
