net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,1,95.89,0.15428657375971477,95.5,0.17316831512451172,5.25,4.441151171875,10.95,4.40428994140625,6.14,4.279962451171875,8.29,4.5523744140625,6.52,4.668091357421875
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,2,97.28,0.09694151987433433,96.13,0.1276013771057129,6.75,4.588077734375,12.28,4.232989501953125,5.61,4.762585205078125,8.12,4.232411596679688,7.86,4.2558001953125
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,3,97.81,0.07237373698155085,96.57,0.11292215995788574,6.43,5.264436279296875,10.24,5.105787890625,4.45,5.507338916015625,8.86,5.023790673828125,5.4,5.31091396484375
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,4,98.54,0.05139801837901274,96.89,0.09775163078308105,6.98,5.338319677734375,10.69,5.2871509765625,6.09,5.76662177734375,9.57,5.16593505859375,8.7,4.9887888671875
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,5,98.65,0.045345342941582205,97.17,0.09180238761901856,7.49,5.710708251953125,12.24,5.53217646484375,5.21,6.588301708984375,8.32,5.034572998046875,8.54,5.815023828125
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,6,99.05,0.03184162902384997,97.38,0.08372730178833007,6.36,5.753921240234375,10.35,5.956947802734375,4.82,6.328627587890625,7.15,5.863301025390625,9.31,5.134849462890625
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,7,99.27,0.02516299629981319,97.66,0.08186250667572022,6.21,6.58545654296875,10.77,6.090365869140625,5.68,6.7898494140625,9.78,5.90039130859375,6.96,6.25072724609375
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,8,99.38,0.02183757493967811,97.46,0.0846942132949829,6.16,6.780567724609375,10.32,6.546109130859375,5.26,6.570353369140625,6.53,6.44224462890625,9.54,5.43547197265625
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,9,99.58,0.01623963112011552,97.45,0.0834637357711792,5.87,6.201274951171875,9.9,5.675200244140625,8.76,5.77792578125,7.62,6.303445654296875,8.46,6.582271337890625
bnn,task,512-512,bn,0.005,"{'l1': 1.5, 'l2': 1.5, 'l3': 1.5}",0.0,0.0,1,pMNIST1,10,99.64,0.014080633293588956,97.85,0.07206647453308106,9.02,6.394468896484375,13.38,5.694062548828125,7.69,6.719539453125,6.88,6.769049560546875,7.9,6.574087353515625
