net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,1,96.35,0.1439590829451879,95.54,0.16493933792114257,12.6,4.067378369140625,10.91,3.7202924072265624,10.99,3.92349404296875,7.84,4.072724633789062,8.71,4.22386796875
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,2,97.35,0.09282974824110667,96.28,0.1260627685546875,9.45,4.869680322265625,12.06,4.445650732421875,11.39,4.88615341796875,9.52,4.894318359375,8.66,4.8783947265625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,3,98.39,0.056959700642029445,97.14,0.09644584369659424,10.46,4.95089169921875,13.19,4.276818017578125,11.21,4.839944580078125,12.53,4.96528994140625,6.68,5.08935283203125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,4,98.84,0.039530974830190344,97.32,0.08261832618713379,12.56,4.68873447265625,15.33,3.9931290283203125,14.78,4.655594921875,6.67,4.96418173828125,6.72,5.2754052734375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,5,99.16,0.030084043956796327,97.71,0.07677355346679687,10.79,5.4646654296875,12.11,5.815399169921875,14.99,5.676959326171875,4.97,6.443829443359375,9.03,6.2683361328125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,6,99.33,0.023786229543139536,97.63,0.07589195499420166,9.51,5.61961435546875,13.23,4.856924658203125,10.03,6.235531982421875,7.31,6.291754833984375,8.6,7.1110701171875
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,7,99.63,0.014243050335844358,98.02,0.06016223793029785,9.49,5.827439501953125,13.97,5.32289833984375,13.85,5.97902138671875,5.39,6.57729638671875,9.27,6.634777587890625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,8,99.59,0.016295073096081615,97.84,0.07629523963928223,7.71,6.845248681640625,9.98,5.934436181640625,13.74,6.766741748046875,6.93,7.325827197265625,8.43,7.603633740234375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,9,99.64,0.013726882806917032,97.98,0.06984776420593261,9.46,6.852078125,12.36,6.7531689453125,10.67,7.177687255859375,7.25,7.898625390625,7.57,8.013192822265625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,10,99.77,0.009567172981301943,97.97,0.07173962516784668,10.22,6.0728671875,14.21,5.700808251953125,12.49,6.60004072265625,6.02,6.905810986328125,5.7,7.69559130859375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,11,99.78,0.007637051995595296,97.92,0.0677532925605774,8.5,6.865325048828125,12.6,7.201546923828125,11.12,6.680172216796875,6.45,7.25718994140625,8.28,9.9535505859375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,12,99.86,0.0059958518239359064,98.16,0.06506792411804199,9.41,8.65838173828125,12.25,8.2716634765625,12.56,7.887260498046875,9.88,7.2445673828125,10.27,9.5475658203125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,13,99.81,0.006482779820884268,98.0,0.07510703001022338,6.4,8.7362419921875,11.07,7.4651908203125,12.68,9.1949779296875,7.27,7.840428955078125,5.74,8.2462994140625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,14,99.94,0.0031614898698714873,98.14,0.06764710006713867,9.3,9.0480568359375,12.74,7.336377490234375,11.61,8.46054287109375,5.24,9.700759375,7.18,10.2583455078125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,15,99.94,0.0029124816900429626,98.19,0.06819607200622559,9.31,9.3905634765625,12.55,8.8579162109375,8.54,9.23745419921875,6.71,8.820151171875,6.69,9.06185283203125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,16,99.9,0.0038693293421684454,98.18,0.07560421409606934,10.9,9.26907119140625,12.26,9.04573837890625,9.88,9.0764966796875,6.14,9.273302734375,5.06,9.15844921875
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,17,99.92,0.002759914638847113,97.98,0.0729549446105957,8.57,8.89500224609375,9.46,7.91405009765625,9.11,9.963445703125,6.44,10.14520869140625,5.47,9.58922099609375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,18,99.96,0.0024752005476659784,98.07,0.07438724536895752,9.34,9.8770224609375,15.97,8.1248521484375,10.65,8.894619921875,9.77,7.97938505859375,6.43,9.1457255859375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,19,99.93,0.00282592805151362,98.18,0.07248327980041504,9.44,7.600556591796875,14.79,7.286697900390625,10.15,8.868612548828125,6.18,8.080617529296875,5.22,9.08484609375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,1,pMNIST1,20,99.97,0.001509854486095719,98.14,0.06982531509399414,11.77,8.892973828125,12.32,8.7714775390625,10.48,8.68666708984375,8.05,8.77941259765625,8.11,11.41320615234375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,1,96.56,0.11165374995867411,97.32,0.09376948280334473,95.6,0.15131171798706056,11.75,5.360043408203125,9.31,6.618466357421875,9.17,5.790429638671875,12.11,5.6593455078125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,2,98.09,0.06383845433791478,96.63,0.11815143775939942,96.25,0.11814801902770997,13.29,5.57633359375,9.37,6.7495298828125,8.59,5.77082939453125,12.64,6.400603515625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,3,98.54,0.04756771188676357,97.01,0.10079527359008789,96.57,0.11353065490722657,11.09,5.36546376953125,12.44,6.735005078125,9.81,5.729698388671875,11.38,6.416130078125
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,4,98.96,0.034612814201414585,96.63,0.12588150062561035,96.89,0.09913635711669921,11.87,5.397444091796875,9.31,7.23720283203125,13.32,5.425453271484375,12.14,5.422945068359375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,5,99.27,0.02513043187757333,96.64,0.11365757751464843,97.12,0.09424719104766846,11.28,6.293695654296875,9.36,7.608725830078125,9.72,6.954397705078125,9.74,7.364656103515625
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,6,99.34,0.021550463226934272,96.79,0.11787376708984375,96.9,0.10447730503082275,12.9,6.621792236328125,9.47,7.097501904296875,11.56,6.729541357421875,8.34,6.420746875
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,7,99.47,0.018299086179335913,95.71,0.15302935943603516,97.26,0.09420086269378662,10.88,6.916398681640625,9.84,8.37288486328125,11.57,6.577390185546875,11.76,6.757068896484375
bnn,task,1024-1024,bn,0.005,"{'l1': 1.35, 'l2': 1.35, 'l3': 1.35}",0.0,0.0,2,pMNIST2,8,99.58,0.015403380690639217,96.75,0.1266284149169922,97.06,0.0998020336151123,10.56,7.058720654296875,9.83,8.50184033203125,10.16,6.831787451171875,11.89,7.16655048828125
