net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,1,96.22,0.1421795100371043,95.55,0.1638159568786621,10.32,4.56783681640625,8.6,4.362399462890625,11.0,3.84297578125,5.96,4.148761279296875,10.35,3.79599775390625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,2,97.34,0.09431772712866465,96.18,0.12713718185424805,8.06,5.5899634765625,9.13,5.5150380859375,8.74,4.999410498046875,6.9,5.88365068359375,10.65,4.922523046875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,3,98.36,0.05918791647553444,97.24,0.09340614089965821,7.81,5.200722705078125,6.82,5.40871328125,11.22,4.841935498046875,6.24,5.188763525390625,13.05,4.983456640625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,4,98.51,0.05341266629894575,97.1,0.09634858627319336,11.13,5.3784916015625,7.01,4.776488232421875,13.53,4.665225,8.94,5.04640361328125,16.09,4.346395385742188
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,5,99.06,0.033514170400301614,97.54,0.08093115768432617,7.63,5.349955419921875,8.57,4.99050791015625,12.76,4.328948046875,12.95,4.949174169921875,14.16,4.30143525390625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,6,99.11,0.02997598144908746,97.64,0.077655073928833,10.9,4.779734033203125,8.0,5.49361083984375,10.92,5.2593087890625,7.09,5.692786181640625,10.54,4.7928654296875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,7,99.21,0.02733368333950639,97.33,0.08802112236022949,8.85,5.424612548828125,10.11,5.463738525390625,9.15,5.00901513671875,6.98,5.634297412109375,12.6,4.974694189453125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,8,99.2,0.026158786406119666,97.31,0.08568205356597901,8.85,5.543965185546875,8.1,5.8131951171875,12.25,5.0928017578125,8.29,5.1375515625,16.49,4.713865771484375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,9,99.49,0.018342373268057904,97.8,0.07718982849121094,9.12,7.130842529296875,10.92,5.5828150390625,7.91,5.48448466796875,5.65,6.52276572265625,11.64,5.87878564453125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,10,99.6,0.014778623149047295,97.84,0.07537216415405273,8.38,7.667788623046875,9.75,7.912989453125,9.75,6.93280908203125,10.04,7.232199658203125,11.84,6.4709244140625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,11,99.49,0.017274962407102187,97.62,0.08063008966445923,10.44,6.488475830078125,9.21,6.27792412109375,11.13,5.512926708984375,9.11,5.626626953125,12.65,5.648264599609375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,12,99.69,0.011211000608528653,97.74,0.07555514793395995,12.13,6.448416015625,10.35,6.369773681640625,9.7,5.80035302734375,10.25,6.311868701171875,14.99,5.52559482421875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.0, 'l2': 0.0, 'l3': 0.0}",0.0,0.0,1,pMNIST1,13,99.54,0.015635888375341894,97.8,0.07606026821136475,10.94,8.6547640625,7.55,7.041914404296875,10.77,7.059053759765625,9.02,8.0414197265625,15.19,6.725302978515625
