net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,1,96.41,0.13818539145390193,95.47,0.16224632263183594,8.78,3.9375206298828127,10.94,3.7825069091796877,10.67,3.9940603271484374,10.29,4.150582690429688,9.73,4.39525791015625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,2,97.42,0.09139763729572296,96.28,0.12838080139160157,11.52,4.301376416015625,10.75,4.2448474609375,13.19,4.640152001953125,10.53,4.626307666015625,10.06,5.094214111328125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,3,98.18,0.06349078854819139,97.06,0.10033111801147461,14.41,4.893561279296875,10.24,4.999307666015625,12.24,5.2140796875,8.2,5.34728505859375,10.3,5.470703515625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,4,98.56,0.04888321834206581,97.22,0.09417210578918457,13.22,5.1510212890625,9.74,4.807989892578125,12.04,5.859111279296875,10.19,5.538440234375,9.3,6.68754560546875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,5,98.98,0.036256153971950214,97.45,0.08207378025054932,13.2,4.894245361328125,15.43,5.230180322265625,14.23,5.049262646484375,11.57,5.55752880859375,8.75,5.784395166015625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,6,99.17,0.029513028040031593,97.62,0.07836947650909423,10.94,5.17898125,13.22,5.661415966796875,12.89,4.98547236328125,14.09,5.648145556640625,10.49,5.962682177734375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,7,99.29,0.02575782645245393,97.33,0.08852226390838623,9.83,5.83960625,13.14,5.058738623046875,11.38,6.15966796875,11.8,5.945910986328125,10.89,7.16000078125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,8,99.53,0.018062686794251204,97.71,0.07836900606155396,10.61,6.495540673828125,12.48,5.634063232421875,11.54,6.62648515625,9.93,7.089922412109375,12.47,7.054711865234375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,9,99.56,0.01603553983916839,97.83,0.07697504053115845,12.14,6.2814931640625,9.77,6.43927080078125,9.86,5.858635205078125,7.57,6.030413818359375,14.79,6.243682177734375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,10,99.64,0.012947704227392873,97.67,0.0756476728439331,10.48,6.172882666015625,7.3,6.004392041015625,11.26,7.9958103515625,10.01,6.395635693359375,9.99,7.543796533203125
