net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,1,96.71,0.1217732611934344,96.03,0.14418045806884766,7.59,4.65652626953125,9.66,4.434828955078125,9.96,4.186848974609375,10.51,4.081734350585937,9.84,3.9603609619140623
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,2,97.3,0.09462827847798666,96.55,0.12245875205993652,7.6,5.09023310546875,10.29,4.58648427734375,8.06,5.626179931640625,11.79,4.6338724609375,8.84,5.10905087890625
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,3,98.1,0.06777192229628563,96.92,0.10281270027160644,11.55,4.547906689453125,11.55,4.57373876953125,6.23,4.683023486328125,11.51,4.281431396484375,13.02,4.20064326171875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,4,98.26,0.060762153150637946,97.26,0.09553655662536621,13.4,4.9273759765625,8.01,5.292909765625,9.24,4.996123291015625,10.68,4.48057880859375,10.44,4.712181201171875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,5,98.52,0.047979768793781595,97.31,0.08612971935272216,9.33,4.537074755859375,11.75,4.899031103515625,10.09,4.50211962890625,9.2,4.7420904296875,13.18,4.838229736328125
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,6,98.7,0.045172625116507215,97.25,0.09302533321380616,9.9,5.669243505859375,9.18,5.79539677734375,7.76,5.74208916015625,13.96,5.8120896484375,9.87,5.8294591796875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,7,99.07,0.03187186449418465,97.34,0.08516395072937012,6.01,4.94331669921875,11.06,4.877435107421875,7.46,4.79079296875,12.06,4.8120693359375,13.52,4.645581591796875
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,8,98.58,0.04376671998500824,96.94,0.09849704055786133,11.98,5.94006513671875,13.55,4.8141138671875,8.29,5.655246484375,12.25,4.591357275390625,18.87,5.278325048828125
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,9,99.22,0.02795027571221193,97.51,0.07844944858551026,9.55,5.062155078125,9.57,5.274680517578125,7.03,5.479368310546875,14.05,4.060922241210937,13.57,4.873635595703125
bnn,task,4096-4096,bn,0.005,"{'l1': 1.0, 'l2': 1.0, 'l3': 1.0}",0.0,0.0,1,pMNIST1,10,99.42,0.02192081797619661,97.82,0.07136523456573486,9.71,5.604608642578125,7.84,5.779166845703125,9.68,5.349549560546875,8.91,5.102165283203125,13.97,5.172922314453125
