net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,1,96.24,0.14420734802881877,95.62,0.16310750007629393,9.03,4.62403330078125,11.44,4.08700419921875,18.1,3.827834375,9.62,3.9597061767578126,10.81,3.9202436279296875
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,2,97.8,0.07820925980210304,96.74,0.10892744102478027,15.45,4.304148974609375,10.81,4.40584609375,15.57,4.23796640625,10.41,3.98154072265625,11.19,4.775885302734375
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,3,98.33,0.059909450205167136,97.28,0.09339184074401856,7.45,5.988517626953125,12.73,5.5889521484375,12.09,4.936794580078125,10.82,4.865870703125,10.91,6.213663671875
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,4,98.51,0.05045411572754383,97.02,0.09886426887512208,7.93,5.76244296875,8.92,5.609546728515625,11.06,5.6762162109375,13.37,4.516853369140625,10.28,6.8860078125
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,5,98.87,0.0393048190454642,97.46,0.08792677040100097,8.5,5.33329912109375,13.85,5.28483515625,11.83,4.665865673828125,11.1,4.896464599609375,10.16,6.237477197265625
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,6,99.25,0.027722512368361155,97.68,0.07265755786895751,8.49,5.270521484375,11.47,5.468329541015625,11.51,4.996342822265625,15.86,5.09471123046875,11.58,5.999369873046875
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,7,99.21,0.02628673032472531,97.68,0.07399107809066773,14.26,5.58478388671875,11.7,5.35326435546875,16.28,5.12898544921875,14.51,5.349419580078125,12.16,6.85316259765625
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,8,99.35,0.02241193507264058,97.59,0.08404148349761963,10.52,6.75603505859375,9.6,6.029861279296875,14.12,6.006946875,14.38,5.91510361328125,9.55,7.558666259765625
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,9,99.37,0.021481228910386563,97.53,0.07948778381347656,14.36,7.302651318359375,12.52,6.646926025390625,13.71,5.90470498046875,11.77,5.153723095703125,6.96,7.508827392578125
bnn,task,2048-2048,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,10,99.58,0.015067529641340177,97.8,0.07835965156555176,9.53,6.38769892578125,12.08,7.17145595703125,11.07,6.12804140625,11.55,7.924947607421875,10.88,8.647608203125
