net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,1,96.01,0.15215297887325288,95.04,0.17513031311035157,9.58,4.0497556396484375,7.41,4.31039814453125,8.09,4.202257666015625,6.26,4.242747705078125,16.73,3.921289599609375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,2,97.29,0.09245189434289933,96.38,0.12308019561767577,12.01,5.139495703125,6.43,4.9343314453125,9.11,4.576980419921875,8.22,4.9625779296875,16.43,4.769853173828125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,3,98.14,0.06227309012810389,96.93,0.10443201427459717,8.08,4.878492138671875,8.71,5.083646044921875,6.69,5.372915234375,8.02,5.23194521484375,13.13,4.534781396484375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,4,98.41,0.05245969538291295,97.03,0.09685831909179687,9.35,5.810972607421875,7.1,5.710502294921875,10.6,5.307473779296875,10.55,5.7011423828125,11.32,5.077250390625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,5,98.89,0.03747515772183736,97.43,0.08313254051208496,10.26,6.0977216796875,7.43,5.879049658203125,8.04,5.07752177734375,11.65,5.187513671875,11.79,5.14042177734375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,6,99.25,0.026394937795897324,97.84,0.07308376655578613,10.75,5.91888515625,5.11,6.234464111328125,12.2,4.875736767578125,11.7,5.794925341796875,12.17,5.3737908203125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,7,99.25,0.025909683259328208,97.68,0.07730606498718262,11.66,6.6896240234375,7.22,7.358339013671875,12.51,5.45372060546875,9.93,6.42029111328125,13.62,5.7234818359375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,8,99.17,0.027558635478963454,97.46,0.08135613708496094,10.48,8.25173603515625,9.68,7.87390830078125,8.8,5.977309423828125,10.86,7.381718798828125,13.26,6.48117841796875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,9,99.48,0.017782463429868223,97.76,0.071453106880188,9.6,5.417005810546875,7.02,6.604453955078125,8.06,6.448675390625,7.33,6.262315380859375,11.39,5.582875732421875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,10,99.66,0.01183331916903456,97.86,0.07570083951950073,9.71,6.72216689453125,6.17,8.115226806640624,6.73,6.601974658203125,9.18,6.95067216796875,14.34,6.219526904296875
