net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,1,96.45,0.13694372917811076,95.79,0.1560017738342285,9.64,4.371885595703125,9.45,3.8776392333984373,8.61,3.90383984375,9.69,3.8553209716796877,6.83,3.9582511962890625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,2,97.69,0.0838231624007225,96.7,0.11029785499572754,8.31,4.85234033203125,10.43,4.40165419921875,7.1,4.518443505859375,11.72,4.1517800537109375,8.94,4.595317724609375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,3,98.2,0.061313222976525625,97.17,0.09761235847473144,7.61,5.8993728515625,9.05,4.773570458984375,7.7,5.1489634765625,10.84,4.7830599609375,8.23,5.0855626953125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,4,98.23,0.05458087300260862,96.83,0.10062576026916503,8.18,5.66436123046875,11.93,4.503287255859375,8.17,5.05662197265625,7.9,4.929083642578125,8.54,5.18262216796875
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,5,98.94,0.038040021889905136,97.28,0.08694770679473877,8.3,5.7134259765625,11.01,4.779901416015625,8.17,5.559397509765625,6.87,5.190959912109375,8.69,5.390235791015625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,6,99.29,0.02471426001737515,97.63,0.07683072280883789,7.54,6.987363525390625,7.76,6.143076904296875,8.55,5.32327587890625,9.33,5.460641845703125,7.96,5.843183642578125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,7,99.04,0.03067688863153259,97.37,0.09185331497192382,8.56,6.264148779296875,9.81,5.292913525390625,10.35,5.30301640625,7.01,6.2591921875,7.1,6.737543798828125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,8,99.21,0.02665293647547563,97.56,0.08236909294128418,9.48,6.7629359375,8.18,5.85044697265625,8.49,6.31006328125,11.12,5.57017861328125,5.76,6.365382177734375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,9,99.41,0.020252167803421615,97.59,0.07782718315124512,8.74,8.3066802734375,12.83,6.313164306640625,8.09,7.507737841796875,9.19,6.632329638671875,8.4,7.73445390625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,10,99.62,0.013828567894299825,97.98,0.07487776985168457,8.73,7.513618798828125,12.44,5.496192431640625,8.1,5.97067060546875,9.88,5.839636376953125,8.94,7.114769384765625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,11,99.53,0.01626059883274138,97.62,0.08226456508636475,8.43,7.49337978515625,12.57,5.866024609375,9.34,6.2144310546875,10.08,6.27915859375,9.51,7.091066259765625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,12,99.56,0.014850501387442152,97.68,0.07912779273986817,8.36,8.99424541015625,6.89,6.909973388671875,6.24,7.569748095703125,9.63,7.58052138671875,10.05,6.889389599609375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,13,99.76,0.008759643189733227,98.01,0.06848868160247802,9.75,7.233143310546875,11.35,6.9106244140625,5.99,7.160792919921875,10.17,7.50053779296875,10.18,6.8345869140625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,14,99.74,0.009258606856750945,97.81,0.07954836416244507,9.45,8.187310546875,10.54,7.250826513671875,7.54,8.95527197265625,5.86,8.50042744140625,6.77,7.2948068359375
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,15,99.69,0.010420716788992286,97.82,0.07736696996688842,7.95,6.865350537109375,8.13,6.860156640625,10.39,6.462823583984375,9.14,6.607295068359375,5.66,7.5194453125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,16,99.64,0.01147938724992176,97.67,0.08325063524246216,7.27,7.401931396484375,9.33,7.566672314453125,7.81,6.840403466796875,8.5,7.18517568359375,11.31,7.15300322265625
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,17,99.67,0.010044569336312512,97.72,0.08086674242019654,6.88,8.0533869140625,6.5,7.66385107421875,10.82,6.2853330078125,9.63,6.7817041015625,6.19,7.01385703125
bnn,task,1024-1024,bn,0.005,"{'l1': 0.5, 'l2': 0.5, 'l3': 0.5}",0.0,0.0,1,pMNIST1,18,99.76,0.00884408383431534,97.7,0.07724872007369996,9.19,7.15204033203125,7.11,7.819725341796875,8.08,6.72141083984375,8.52,6.894498193359375,6.84,7.1345361328125
