net,scenario,arch,norm,lr,meta,ewc,SI,task_order,tsk,epoch,acc_tr,loss_tr,acc_test_tsk_1,loss_test_tsk_1,acc_test_tsk_2,loss_test_tsk_2,acc_test_tsk_3,loss_test_tsk_3,acc_test_tsk_4,loss_test_tsk_4,acc_test_tsk_5,loss_test_tsk_5,acc_test_tsk_6,loss_test_tsk_6
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,1,96.85,0.12052110165754953,96.08,0.1434138198852539,5.81,4.44733125,12.51,4.344075439453125,13.66,3.7571763427734375,13.54,3.776360693359375,12.91,3.6885676513671877
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,2,96.92,0.10570152700742086,96.08,0.13583674697875978,8.07,4.77216181640625,15.09,4.566340478515625,5.54,4.44456806640625,9.5,4.57358369140625,10.29,4.108304272460938
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,3,97.89,0.07058306150635084,97.08,0.09812125358581543,5.91,4.68399833984375,13.62,4.283536572265625,9.22,3.8722691162109375,9.58,3.97928115234375,7.18,4.49967041015625
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,4,98.46,0.05325283619662126,96.9,0.09744393692016602,5.27,5.391513134765625,11.55,4.6341849609375,7.5,4.728804541015625,7.55,5.40472294921875,12.54,4.314509399414063
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,5,98.21,0.05971942565639814,96.97,0.09865546493530274,6.79,5.507186669921875,17.82,4.81827880859375,8.61,4.36204736328125,7.88,5.617287060546875,10.11,4.8918734375
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,6,98.6,0.047913003953297936,97.16,0.089687886428833,6.89,5.889884375,13.7,5.3711791015625,10.38,4.6770791015625,6.75,5.706563427734375,10.85,4.87379765625
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,7,99.0,0.034035282050569854,97.37,0.08604953289031983,7.53,6.609309765625,12.32,6.60839931640625,9.35,4.6932140625,7.72,5.945868603515625,13.08,5.00289130859375
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,8,99.29,0.025172048122187457,97.73,0.0742723051071167,6.58,6.8955884765625,11.02,6.87788076171875,7.64,6.3051419921875,11.15,6.376609716796875,12.6,6.036849365234375
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,9,99.09,0.03195934393455585,97.41,0.07955672702789307,5.23,5.5813994140625,14.64,5.487644384765625,8.41,4.952365869140625,9.84,5.801546728515625,13.28,4.73487646484375
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,10,99.06,0.02982191721598307,97.23,0.08612594985961915,4.17,5.96499169921875,14.6,4.945474609375,10.69,4.57135693359375,7.99,5.149659130859375,10.56,4.876877978515625
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,11,99.28,0.026213003182411192,97.69,0.07509236297607422,5.64,6.64847470703125,10.88,6.030209814453125,9.43,6.422154541015625,7.08,6.802564599609375,8.98,5.409103857421875
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,12,99.09,0.03156552946517865,97.3,0.09446903305053711,5.45,6.966589697265625,9.03,6.72176591796875,12.37,5.13556796875,9.66,5.747466552734375,9.97,5.13465634765625
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,13,99.45,0.02124337330510219,97.77,0.07461334133148194,5.69,6.33685859375,11.57,6.94615478515625,10.15,5.797788134765625,8.49,6.093810693359375,13.32,4.8356591796875
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,14,99.51,0.019466696725289025,97.79,0.07285984649658203,3.7,6.518312548828125,9.76,7.076058544921875,6.48,5.660499267578125,9.79,6.015938525390625,13.89,5.2522291015625
bnn,task,4096-4096,bn,0.005,"{'l1': 0.7, 'l2': 0.7, 'l3': 0.7}",0.0,0.0,1,pMNIST1,15,99.59,0.018683405728886524,97.63,0.07695989208221436,6.22,6.28590498046875,17.38,5.554256103515625,8.67,4.938929052734375,11.39,4.86786357421875,11.52,5.046048291015625
